指标名称,中国:CPI:食品:环比,中国:CPI:非食品:环比,中国:CPI:不包括食品和能源(核心CPI):环比_x,中国:CPI:消费品:环比,中国:CPI:服务:环比,中国:CPI:食品烟酒:环比,中国:CPI:食品烟酒:粮食:环比,中国:CPI:食品烟酒:食用油:环比,中国:CPI:食品烟酒:鲜菜:环比,中国:CPI:食品烟酒:畜肉类:环比,中国:CPI:食品烟酒:畜肉类:猪肉:环比,中国:CPI:食品烟酒:畜肉类:牛肉:环比,中国:CPI:食品烟酒:畜肉类:羊肉:环比,中国:CPI:食品烟酒:水产品:环比,中国:CPI:食品烟酒:蛋类:环比,中国:CPI:食品烟酒:奶类:环比,中国:CPI:食品烟酒:鲜果:环比,中国:CPI:食品烟酒:卷烟:环比,中国:CPI:食品烟酒:酒类:环比,中国:CPI:衣着:环比,中国:CPI:衣着:服装:环比,中国:CPI:衣着:鞋类:环比,中国:CPI:居住:环比,中国:CPI:居住:租赁房房租:环比,中国:CPI:居住:水电燃料:环比,中国:CPI:生活用品及服务:环比,中国:CPI:生活用品及服务:家用器具:环比,中国:CPI:生活用品及服务:家庭服务:环比,中国:CPI:交通和通信:环比,中国:CPI:交通和通信:交通工具:环比,中国:CPI:交通和通信:交通工具用燃料:环比,中国:CPI:交通和通信:交通工具使用和维修:环比,中国:CPI:交通和通信:通信工具:环比,中国:CPI:交通和通信:通信服务:环比,中国:CPI:交通和通信:邮递服务:环比,中国:CPI:教育文化和娱乐:环比,中国:CPI:教育文化和娱乐:教育服务:环比,中国:CPI:教育文化和娱乐:旅游:环比,中国:CPI:医疗保健:环比,中国:CPI:医疗保健:中药:环比,中国:CPI:医疗保健:西药:环比,中国:CPI:医疗保健:医疗服务:环比,中国:CPI:其他用品和服务:环比,中国:CPI:交通和通信:交通工具使用和维修:环比.1,中国:CPI:食品:当月同比,中国:CPI:非食品:当月同比,中国:CPI:不包括食品和能源(核心CPI):当月同比_x,中国:CPI:消费品:当月同比,中国:CPI:服务:当月同比,中国:CPI:食品烟酒:当月同比,中国:CPI:食品烟酒:粮食:当月同比,中国:CPI:食品烟酒:食用油:当月同比,中国:CPI:食品烟酒:鲜菜:当月同比,中国:CPI:食品烟酒:畜肉类:当月同比,中国:CPI:食品烟酒:畜肉类:猪肉:当月同比,中国:CPI:食品烟酒:畜肉类:牛肉:当月同比,中国:CPI:食品烟酒:畜肉类:羊肉:当月同比,中国:CPI:食品烟酒:水产品:当月同比,中国:CPI:食品烟酒:蛋类:当月同比,中国:CPI:食品烟酒:奶类:当月同比,中国:CPI:食品烟酒:鲜果:当月同比,中国:CPI:食品烟酒:烟草:当月同比,中国:CPI:食品烟酒:酒类:当月同比,中国:CPI:衣着:当月同比,中国:CPI:衣着:服装:当月同比,中国:CPI:衣着:鞋类:当月同比,中国:CPI:居住:当月同比,中国:CPI:居住:租赁房房租:当月同比,中国:CPI:居住:水电燃料:当月同比,中国:CPI:生活用品及服务:当月同比,中国:CPI:生活用品及服务:家用器具:当月同比,中国:CPI:生活用品及服务:家庭服务:当月同比,中国:CPI:交通和通信:当月同比,中国:CPI:交通和通信:交通工具:当月同比,中国:CPI:交通和通信:交通工具用燃料:当月同比,中国:CPI:交通和通信:交通工具使用和维修:当月同比,中国:CPI:交通和通信:通信工具:当月同比,中国:CPI:交通和通信:通信服务:当月同比,中国:CPI:交通和通信:邮递服务:当月同比,中国:CPI:教育文化和娱乐:当月同比,中国:CPI:教育文化和娱乐:教育服务:当月同比,中国:CPI:教育文化和娱乐:旅游:当月同比,中国:CPI:医疗保健:当月同比,中国:CPI:医疗保健:中药:当月同比,中国:CPI:医疗保健:西药:当月同比,中国:CPI:医疗保健:医疗服务:当月同比,中国:CPI:其他用品和服务:当月同比,中国:PPI:煤炭开采和洗选业:当月同比,中国:PPI:石油和天然气开采业:当月同比,中国:PPI:黑色金属矿采选业:当月同比,中国:PPI:有色金属矿采选业:当月同比,中国:PPI:非金属矿采选业:当月同比,中国:PPI:农副食品加工业:当月同比,中国:PPI:食品制造业:当月同比,中国:PPI:酒、饮料和精制茶制造业:当月同比,中国:PPI:烟草制品业:当月同比,中国:PPI:纺织业:当月同比,中国:PPI:纺织服装、服饰业:当月同比,中国:PPI:皮革、毛皮、羽毛及其制品和制鞋业:当月同比,中国:PPI:木材加工及木、竹、藤、棕、草制品业:当月同比,中国:PPI:家具制造业:当月同比,中国:PPI:造纸及纸制品业:当月同比,中国:PPI:印刷业和记录媒介的复制:当月同比,中国:PPI:文教、工美、体育和娱乐用品制造业:当月同比,中国:PPI:石油、煤炭及其他燃料加工业:当月同比,中国:PPI:化学原料及化学制品制造业:当月同比,中国:PPI:医药制造业:当月同比,中国:PPI:化学纤维制造业:当月同比,中国:PPI:橡胶和塑料制品业:当月同比,中国:PPI:非金属矿物制品业:当月同比,中国:PPI:黑色金属冶炼及压延加工业:当月同比,中国:PPI:有色金属冶炼及压延加工业:当月同比,中国:PPI:金属制品业:当月同比,中国:PPI:通用设备制造业:当月同比,中国:PPI:专用设备制造业:当月同比,中国:PPI:汽车制造业:当月同比,中国:PPI:铁路、船舶、航空航天和其他运输设备制造业:当月同比,中国:PPI:电气机械及器材制造业:当月同比,中国:PPI:计算机、通信和其他电子设备制造业:当月同比,中国:PPI:仪器仪表制造业:当月同比,中国:PPI:其他制造业:当月同比,中国:PPI:废弃资源综合利用业:当月同比,中国:PPI:金属制品、机械和设备修理业:当月同比,中国:PPI:电力、热力的生产和供应业:当月同比,中国:PPI:燃气生产和供应业:当月同比,中国:PPI:水的生产和供应业:当月同比,中国:PPI:煤炭开采和洗选业:环比,中国:PPI:石油和天然气开采业:环比,中国:PPI:黑色金属矿采选业:环比,中国:PPI:有色金属矿采选业:环比,中国:PPI:非金属矿采选业:环比,中国:PPI:农副食品加工业:环比,中国:PPI:食品制造业:环比,中国:PPI:酒、饮料和精制茶制造业:环比,中国:PPI:烟草制品业:环比,中国:PPI:纺织业:环比,中国:PPI:纺织服装、服饰业:环比,中国:PPI:木材加工及木、竹、藤、棕、草制品业:环比,中国:PPI:造纸及纸制品业:环比,中国:PPI:印刷业和记录媒介的复制:环比,中国:PPI:石油、煤炭及其他燃料加工业:环比,中国:PPI:化学原料及化学制品制造业:环比,中国:PPI:医药制造业:环比,中国:PPI:化学纤维制造业:环比,中国:PPI:橡胶和塑料制品业:环比,中国:PPI:非金属矿物制品业:环比,中国:PPI:黑色金属冶炼及压延加工业:环比,中国:PPI:有色金属冶炼及压延加工业:环比,中国:PPI:金属制品业:环比,中国:PPI:通用设备制造业:环比,中国:PPI:专用设备制造业:环比,中国:PPI:汽车制造业:环比,中国:PPI:铁路、船舶、航空航天和其他运输设备制造业:环比,中国:PPI:电气机械及器材制造业:环比,中国:PPI:计算机、通信和其他电子设备制造业:环比,中国:PPI:电力、热力的生产和供应业:环比,中国:PPI:燃气生产和供应业:环比,中国:PPI:水的生产和供应业:环比,中国:CPI:当月同比,中国:CPI:环比,中国:CPI:不包括食品和能源(核心CPI):当月同比_y,中国:CPI:不包括食品和能源(核心CPI):环比_y,万得一致预测:中国:CPI:当月同比,万得一致预测:中国:核心CPI:当月同比,中国:PPI:全部工业品:当月同比,中国:PPI:全部工业品:环比,万得一致预测:中国:PPI:当月同比,中国:制造业PMI:生产,中国:制造业PMI:新订单,中国:制造业PMI:出厂价格,中国:制造业PMI:大型企业,中国:制造业PMI:中型企业,中国:制造业PMI:小型企业,中国:制造业PMI,中国:非制造业PMI:建筑业,中国:非制造业PMI:服务业,中国:非制造业PMI:商务活动,中国:M1:同比,中国:M2:同比,中国:社会融资规模存量:同比,中国:社会融资规模:当月值,中国:出口金额:当月同比,中国:规模以上工业增加值:当月同比,中国:社会消费品零售总额:当月同比,中国:金融机构:新增人民币贷款:居民户:中长期:当月值,中国:金融机构:新增人民币贷款:企(事)业单位:中长期:当月值,中国:金融机构:新增人民币贷款:当月值,中国:社会融资规模:新增人民币贷款:当月值,中国:城镇调查失业率,中国:31个大城市:城镇调查失业率
2013-11-30,-0.2205,0.0132,0.0,-0.0259,-0.1589,,0.3608,-0.1546,-3.7737,0.0448,-0.4896,0.7,1.0,-0.3962,-1.3539,1.2828,0.5152,0.048,0.0935,0.5679,0.7091,0.2002,0.185,0.2224,0.2889,0.0725,0.1031,0.3445,-0.2311,-0.1437,-1.1276,0.1,-0.3585,-0.0015,,-0.565,0.006,-2.6914,0.0881,0.2356,0.0431,0.205,,0.1,5.9414,1.6251,1.8,2.9124,3.2779,,3.964,-3.6639,22.3383,5.5029,4.9917,16.6,12.0,6.4816,-1.6589,8.5951,10.6332,0.2944,-0.9314,1.9693,2.1059,1.4329,2.6214,4.6856,0.4812,1.3345,0.3605,7.8397,-0.5312,-1.258,-1.9602,3.1,-6.2299,-0.0887,,2.8205,2.7696,11.0903,0.9775,4.2656,0.2631,1.3062,,-8.66,-2.58,2.54,-5.85,0.63,0.51,2.33,0.18,0.16,0.58,0.98,2.6,0.47,0.3,-1.69,-0.41,0.04,-3.72,-2.4,0.8,-3.89,-0.7,0.25,-3.53,-5.88,-1.15,-0.57,0.32,-1.0,-0.7,-1.19,-2.57,-0.89,-1.58,-3.53,,-0.16,3.72,2.45,0.4,-1.6,0.2,-0.6,0.2,0.1,0.5,0.2,0.0,0.0,0.1,0.1,0.0,0.1,-0.8,0.1,0.1,-0.3,0.1,0.9,-0.4,-0.8,-0.1,0.0,,0.0,-0.1,,0.1,0.0,1.3,0.5,3.018,-0.0645,1.8,0.0,3.17,,-1.42,-0.03,-1.44,54.5,52.3,,52.4,50.2,48.3,51.4,63.5,54.1,56.0,9.4,14.2,,12310.0,12.68,10.0,13.7213,1818.0,858.0,6246.0,6246.0,,
2013-12-31,0.6127,0.1167,0.0,0.3783,0.0437,,0.2563,-0.2198,-1.5043,0.4859,0.5657,0.9,1.0,1.1041,0.5727,2.4104,5.2758,0.0477,-0.1377,0.124,0.186,-0.1162,0.2794,0.1053,0.7478,0.1074,0.0486,0.6227,0.2736,0.1473,1.4284,0.2,-0.5019,0.0071,,-0.1445,0.0206,-0.6996,-0.0309,0.2779,0.0887,-0.0705,,0.2,4.0532,1.74,1.8,2.1811,3.2886,,3.8337,-4.0936,2.5539,3.5604,1.6335,14.3,11.4,5.4993,-4.063,10.688,15.5783,0.1833,-1.23,2.0619,2.189,1.608,2.7736,4.6892,1.0898,1.3503,0.4378,7.6664,-0.102,-1.1053,0.6995,3.0,-5.9862,-0.063,,2.8689,2.7249,11.6238,0.9104,4.4297,0.4471,1.0879,,-9.07,-1.75,2.43,-6.6,0.8,0.12,2.54,0.22,0.16,0.46,0.75,2.68,0.43,0.07,-1.45,-0.52,0.0,-1.8,-1.73,0.73,-4.26,-0.5,0.8,-3.59,-6.6,-1.26,-0.48,0.39,-1.0,-0.7,-1.26,-2.75,-1.12,-1.57,-4.23,,-0.2,5.64,2.38,0.4,-0.5,0.3,-0.8,0.3,0.0,0.3,0.1,0.0,-0.1,0.0,0.1,0.1,0.0,1.1,0.1,0.0,-0.9,0.2,0.5,-0.2,-0.7,-0.1,0.0,,0.0,0.0,,-0.3,0.2,1.7,0.0,2.4987,0.2813,1.8,0.0,2.63,,-1.36,0.01,-1.28,53.9,52.0,,52.0,49.9,47.7,51.0,62.6,52.5,54.6,9.3,13.6,17.5,12532.0,4.15,9.7,13.6,1147.0,302.0,4824.0,4824.0,,
2014-01-31,2.4263,0.2848,0.3,1.0842,0.7855,,0.2109,-0.4899,12.143,0.0123,-1.0252,1.7,1.3,4.3146,1.6692,1.7463,11.0255,0.0405,-0.7968,-0.5263,-0.6641,-0.3166,0.2006,0.0356,0.2242,0.4129,-0.0511,3.9419,0.404,0.045,0.126,,-0.3495,0.0128,,0.9688,0.1334,5.5078,0.3451,0.1864,-0.1206,0.4106,,,3.6718,1.8919,2.0,2.0146,3.6682,,3.1409,-4.8235,2.0522,0.3193,-4.3477,11.8,10.4,6.3138,-3.7719,11.9302,23.0027,0.2059,-1.9974,1.9218,2.0236,1.5131,2.8172,4.6241,1.1946,1.4724,0.3653,9.1979,0.1975,-1.0584,0.6232,3.8,-5.9303,-0.0276,,3.3457,2.5922,14.8749,1.1479,4.5461,0.6347,1.1454,,-9.38,-0.64,-0.25,-7.23,0.71,-1.12,2.47,0.39,0.27,0.16,0.31,2.1,0.46,0.02,-1.45,-0.5,-1.6,-2.32,-1.93,0.47,-5.98,-0.8,1.27,-5.43,-6.77,-1.43,-0.46,0.17,-1.0,-0.7,-1.23,-2.6,-0.3,1.6,-4.67,-0.2,-0.13,5.09,2.47,0.1,1.4,-0.5,-0.5,0.0,-0.5,0.3,0.3,0.1,-0.1,-0.1,0.1,0.0,-0.1,-0.1,-0.1,0.0,-0.5,-0.2,0.1,-0.5,0.1,-0.1,0.0,,0.0,0.0,,-0.2,0.3,-0.3,0.2,2.4861,0.9979,2.0,0.3,2.36,,-1.64,-0.05,-1.67,53.0,50.9,,51.4,49.5,47.1,50.5,61.0,51.5,53.4,1.2,13.2,,26004.0,10.54,8.5,,3121.0,5042.0,13190.000000000002,13190.0,,
2014-02-28,1.6598,-0.0477,0.0,0.7209,0.055,,0.2284,-0.1454,8.2124,-1.0194,-3.1783,1.3,0.9,4.3617,-3.0283,0.5412,8.0471,-0.01,-0.1012,-0.4024,-0.5342,-0.121,0.2925,0.6436,-0.1173,0.0119,0.0458,-0.2284,-0.0666,-0.0763,-1.0365,0.3,-0.4164,0.0123,,-0.5397,0.1186,-3.6524,0.1772,0.0703,0.0273,0.1772,,0.3,2.6508,1.592,1.7,1.5718,2.9054,,2.7592,-5.1138,3.2584,-3.0077,-8.7491,8.0,7.7,4.732,-5.8294,11.5296,19.7312,0.1926,-1.8938,2.2211,2.3529,1.8154,2.7975,4.7375,1.11,1.2543,0.4335,6.3663,-0.4127,-1.1094,-0.8772,1.8,-5.8058,-0.0458,,2.1419,2.5941,7.0575,1.0348,4.2048,0.6027,1.193,,-10.21,-3.27,-2.31,-7.18,0.85,-1.63,2.64,0.45,0.21,0.06,0.37,2.0,0.51,0.34,-1.01,-0.13,-1.5,-4.55,-2.38,0.53,-6.59,-1.1,1.31,-6.97,-7.74,-1.67,-0.52,0.13,-0.8,-0.9,-1.35,-2.3,-0.3,1.9,-5.11,-0.1,0.34,5.19,2.63,-0.8,-1.8,-0.6,0.4,0.2,-0.3,0.3,0.1,0.0,0.0,0.1,0.2,0.2,0.0,-1.7,-0.3,0.1,-0.5,-0.2,-0.4,-0.6,-0.7,0.0,-0.1,,0.0,-0.2,,0.0,0.5,-0.2,0.2,1.9511,0.5288,1.7,0.0,2.04,,-2.0,-0.2,-1.89,52.6,50.5,,50.7,49.4,48.9,50.2,59.9,53.8,55.0,6.9,13.3,,9370.0,-18.13,8.8,11.8246,1238.0,2905.0,6447.999999999999,6448.0,,
2014-03-31,-1.5719,0.0685,0.1,-0.6395,-0.1247,,0.2421,-0.4393,-5.3772,-3.5241,-7.0799,-1.2,-0.9,-1.8503,-0.5443,0.2814,-1.6036,0.0148,0.1935,0.6863,0.7064,0.7712,0.2457,0.5263,-0.0592,-0.0136,0.0271,-0.2629,-0.2787,-0.0124,1.4521,-0.7,-0.1949,-0.0077,,-0.3746,0.1445,-2.6722,0.1095,0.2558,0.0544,0.0117,,-0.7,4.0724,1.545,1.7,2.2258,2.7799,,2.7198,-5.4341,12.8835,-1.8453,-6.6849,8.2,7.1,7.6594,0.3953,11.3294,17.2798,0.2158,-1.8463,2.3312,2.5563,1.6349,2.5155,4.057,0.9845,1.2305,0.4117,6.8901,-0.395,-0.9805,-1.2227,2.6,-5.3924,-0.0374,,2.1197,2.2904,8.3294,1.1708,4.1425,0.5299,1.1013,,-11.578,-4.9644,-4.7763,-6.4317,0.2802,-1.7586,2.4523,0.3994,0.2022,-0.213,0.287,2.3,0.4641,0.35,-0.9345,-0.0491,-1.0,-5.7856,-2.8211,0.7433,-7.6889,-1.0374,0.9796,-7.7897,-8.5195,-1.8345,-0.4827,-0.05,-0.7,-0.8764,-1.589,-1.9364,0.0,1.9,-7.04,-0.4,0.4591,4.8793,2.3584,-2.0,0.0,-2.1,0.3,-0.2,-0.4,0.0,0.0,0.0,-0.1,-0.1,0.1,0.1,0.1,0.2,-0.4,0.1,-1.6,-0.1,-0.4,-0.8,-2.2,-0.2,-0.1,,0.0,0.0,,-0.1,0.2,-0.2,0.0,2.3848,-0.4917,1.7,0.1,2.45,,-2.3019,-0.3,-2.1,52.7,50.6,,51.0,49.2,49.3,50.3,61.3,52.8,54.5,5.4,12.1,,20934.0,-6.64,8.8,12.2404,1928.0,3253.0,10497.0,10497.0,,
2014-04-30,-1.3219,0.1667,0.2,-0.5658,0.2315,,0.2065,-0.8289,-9.3074,-2.5052,-6.5772,-0.4,-0.4,-0.5911,3.5463,-0.2037,1.4533,-0.0004,-0.0907,0.6208,0.6846,0.5351,0.0914,0.1152,-0.0716,0.0988,0.0444,0.2586,-0.0022,-0.1095,-0.6609,0.2,-0.4694,-0.042,,0.284,0.0393,1.0392,0.0466,0.1333,-0.067,0.0161,,0.2,2.2862,1.5595,1.6,1.4437,2.6887,,2.7733,-5.8913,-7.9294,-0.7081,-7.1984,8.0,6.3,5.7463,7.0017,10.8301,18.6,0.2337,-1.8556,2.3014,2.4578,1.8151,2.4028,3.7109,1.0908,1.2159,0.4292,7.04,0.0524,-0.9515,1.1166,2.6,-4.8662,-0.098,,1.9794,2.2109,7.2087,1.1917,3.5494,0.461,1.1189,,-12.5409,-1.9955,-5.0465,-4.8857,-0.1486,-1.2765,2.4796,0.3581,0.2578,-0.5373,0.2384,2.2,0.5561,0.49,-0.9363,-0.0634,-0.7,-4.1371,-2.3256,0.7616,-6.3187,-1.0644,0.77,-6.8037,-7.0061,-1.6533,-0.6,-0.11,-0.6326,-0.5671,-1.359,-2.0,-0.1,1.8,-6.85,-0.3,0.44,5.8456,2.4774,-2.7,0.2,-1.1,-0.5,-0.3,-0.2,0.1,-0.1,0.1,-0.2,0.0,0.1,0.0,0.0,-1.4,-0.2,0.1,-0.4,-0.2,-0.2,-0.1,-0.4,-0.1,0.0,,0.0,0.1,,-0.3,0.0,0.1,0.1,1.8014,-0.3361,1.6,0.2,2.09,,-2.0042,-0.2474,-1.85,52.5,51.2,,50.8,50.3,48.8,50.4,60.9,53.4,54.8,5.5,13.2,,15259.0,0.81,8.7,11.9,1901.0,3234.0,7745.0,7745.0,,
2014-05-31,0.1848,0.0582,0.1,0.1313,0.0252,,0.335,-0.8137,-8.6559,2.6668,5.6365,0.0,-0.3,-0.0682,9.5108,-0.1778,2.1176,-0.0016,-0.1285,0.3049,0.3744,0.1116,-0.0051,0.0418,-0.1171,0.077,0.0376,0.3551,0.1417,-0.1116,0.9217,0.2,-0.1309,0.0009,,-0.1257,0.0674,-1.1721,0.1208,0.1822,0.0769,0.111,,0.2,4.102,1.6789,1.7,2.3834,2.7083,,2.9967,-5.4326,-2.474,3.2273,-0.6161,7.6,5.4,4.9864,17.6282,10.2655,20.0191,0.2068,-1.7095,2.5031,2.6663,2.0473,2.3336,3.449,1.2835,1.185,0.3927,7.0539,0.5781,-0.8233,4.323,2.7,-3.9009,-0.0294,,2.1214,2.2137,8.0834,1.2456,3.2594,0.4413,1.0495,,-11.7061,1.3052,-5.5131,-3.2173,-0.6893,-0.6232,2.4145,0.3072,0.2675,-0.385,0.2717,2.0,0.8919,0.77,-1.0359,0.1512,0.1,-0.9947,-0.9947,0.7259,-5.9985,-1.0401,0.601,-5.1589,-4.6244,-1.4257,-0.5114,-0.2,-0.5029,-0.4136,-1.1262,-1.7217,0.0,1.9,-6.48,-0.2,0.1836,5.7524,2.8388,-1.9,0.2,-1.5,0.3,-0.5,0.1,-0.1,-0.1,0.0,-0.1,0.0,0.1,-0.3,0.0,0.2,0.0,0.1,-0.4,-0.2,-0.1,-0.1,1.4,0.0,-0.1,,0.0,0.0,,0.0,-0.4,-0.3,0.4,2.4773,0.1006,1.7,0.1,2.44,,-1.4464,-0.0551,-1.6,52.8,52.3,,50.9,51.4,48.8,50.8,59.8,54.4,55.5,5.7,13.4,,14013.0,7.07,8.8,12.5143,2021.0,3479.0,8708.0,8708.0,,
2014-06-30,-0.3967,-0.0002,0.0,-0.2209,0.0831,,0.3505,-0.398,-4.5221,1.1702,2.3741,-0.1,-0.3,-0.5751,-3.6198,0.0464,-2.1788,0.0085,-0.2028,-0.1835,-0.1317,-0.4738,-0.0183,0.0407,-0.328,0.1075,0.1095,0.5003,0.0842,-0.0252,0.6275,0.2,-0.1706,0.0021,,0.0109,0.0259,0.0473,0.0636,0.0418,0.1459,-0.0159,,0.2,3.6831,1.6742,1.7,2.2215,2.6174,,3.2405,-4.954,-1.7711,1.9027,-2.7073,6.6,4.3,4.046,13.1063,9.9019,19.8106,0.1787,-1.6181,2.597,2.7223,2.2722,2.2273,3.1664,1.2025,1.2149,0.3624,7.3091,0.6425,-0.5533,5.1901,2.7,-3.9608,-0.0152,,2.0984,2.1675,7.8116,1.2775,2.7612,0.529,1.008,,-10.8,4.0,-6.5,-2.4,-0.7,-0.1,2.4,0.6,0.2,-0.4,0.3,1.9,1.3,1.0,-0.9,0.3,0.4,0.1,-1.4,0.7,-4.6,-1.0,0.3,-3.7,-3.9,-1.2,-0.4,-0.3,-0.5,-0.2,-1.2,-1.6,0.1,1.8,-6.6,-0.1,0.2,5.5,2.9,-1.1,0.2,-3.5,-0.3,-0.3,0.2,0.0,0.2,0.0,0.0,-0.1,0.2,-0.1,0.1,0.1,-0.3,0.1,0.8,-0.2,-0.4,-0.9,0.2,0.0,0.0,,-0.1,0.2,,-0.3,-0.4,-0.3,0.1,2.3361,-0.1329,1.7,0.0,2.4,,-1.1092,-0.2138,-0.98,53.0,52.8,,51.5,51.1,48.4,51.0,60.6,53.5,55.0,8.9,14.7,,19673.0,7.19,9.2,12.4,1991.0,2687.0,10793.0,10793.0,,
2014-07-31,-0.1208,0.1413,0.2,-0.1243,0.4896,,0.2675,-0.268,2.3203,0.2577,0.7278,0.0,-0.2,-0.6863,4.21,-0.2493,-6.2562,-0.024,-0.0408,-0.5672,-0.5713,-0.7323,0.046,0.1248,-0.1575,0.0447,-0.0201,0.4468,0.295,-0.0988,0.577,0.3,-0.0322,-0.0348,,0.8093,0.1224,4.5943,0.1135,0.1484,0.0579,0.0457,,0.3,3.598,1.6414,1.7,2.1822,2.5364,,3.3487,-4.7288,-1.6378,1.0828,-3.6171,5.9,3.9,3.9373,19.5185,9.312,20.1368,0.148,-1.551,2.6285,2.8236,2.0771,2.0186,2.7629,1.0932,1.1317,0.2367,7.362,0.6774,-0.5343,4.7434,2.8,-4.0606,-0.0513,,2.1223,2.1265,7.5228,1.4265,2.5903,0.5013,0.9678,,-10.0,6.2,-8.2,0.3,-1.0,0.0,2.2,0.8,0.3,-0.3,0.2,1.9,1.3,1.1,1.1,0.2,0.9,0.6,-0.6,0.7,-2.6,-1.2,0.0,-4.2,-1.2,-1.0,-0.3,-0.2,-0.4,-0.4,-0.8038,-1.5,0.2,2.6,-6.05,-0.9,0.2,4.2,2.9,-1.4,1.3,-1.8,0.8,-0.6,0.0,-0.1,0.1,0.0,-0.1,-0.1,0.0,0.0,-0.1,0.5,0.1,0.1,1.3,-0.4,-0.6,-1.0,0.9,0.0,0.0,,0.0,-0.1,,-0.1,0.0,-0.3,0.2,2.2852,0.0538,1.7,0.2,2.32,,-0.8688,-0.0926,-0.86,54.2,53.6,,52.6,50.1,50.1,51.7,58.2,53.2,54.2,6.7,13.5,,2737.0,14.43,9.0,12.2217,1803.0,2082.0,3852.0,3852.0,,
2014-08-31,0.6941,-0.0831,0.0,0.2507,-0.0059,,0.274,-0.2772,1.8275,2.2943,5.0648,0.2,-0.1,-0.5715,6.3239,0.1493,-2.1465,0.0167,-0.2446,-0.2032,-0.2661,-0.063,0.0527,0.1913,-0.0866,0.0069,-0.0426,0.4709,-0.3322,-0.1221,-2.0808,0.6,-0.3008,-0.0256,,-0.184,0.0832,-1.1857,0.1013,0.3633,0.1683,0.1086,,0.6,3.0457,1.4677,1.6,1.8388,2.3633,,3.3918,-4.5946,-6.9213,1.094,-3.0548,5.2,3.4,3.8422,18.696,8.9505,21.212,0.149,-1.7303,2.5948,2.7504,2.1829,1.8505,2.6206,0.9001,1.0872,0.1629,7.3607,0.1774,-0.6462,0.8274,3.1,-3.8406,-0.0776,,1.9383,2.1501,6.3878,1.3899,2.6447,0.6152,1.0718,,-9.6,3.1,-10.4,-0.2,-0.9,-0.1,2.1,0.7,0.3,-0.6,0.2,1.6,1.3,1.1,1.1,0.0,0.5,-2.4,-0.3,0.9,-3.3,-1.3,-0.5,-5.7,-1.3,-1.0,-0.4,-0.3,-0.4,-0.1,-1.0,-1.4,0.1,2.9,-5.7,-1.2,0.1,3.4,3.1,-1.1,-0.7,-1.1,0.3,0.1,0.1,0.0,0.0,0.1,-0.2,0.0,0.1,0.0,-0.1,-2.0,0.2,0.1,-0.4,-0.2,-0.5,-0.7,0.4,-0.1,-0.1,,0.0,0.1,,0.0,0.0,-0.3,0.3,1.9909,0.1759,1.6,0.0,2.2,,-1.2038,-0.1978,-1.13,53.2,52.5,,51.9,49.9,49.1,51.1,57.7,53.6,54.4,5.7,12.8,,9577.0,9.36,6.9,11.9014,1890.0,2408.0,7025.0,7025.0,,
2014-09-30,0.8332,0.2625,0.3,0.4595,0.4394,,0.3508,-0.1075,3.9148,1.4304,2.3223,0.5,-0.2,-0.7288,1.8633,-0.1639,1.4846,0.0146,-0.3144,0.9562,0.8952,1.3787,0.0756,0.2997,0.0783,0.0471,-0.1172,0.378,-0.3106,-0.2696,-2.5032,0.6,-0.4368,-0.0564,,0.9498,2.0259,-0.2715,0.0345,0.1558,0.1943,0.0437,,0.6,2.3228,1.2789,1.5,1.3644,2.2748,,3.4449,-4.0761,-9.3881,1.1724,-2.918,4.6,2.5,3.2075,12.9387,7.3822,16.724,0.179,-1.707,2.3787,2.4749,2.0768,1.6464,2.5937,0.6169,1.1247,0.19,7.5029,-0.3425,-0.8125,-3.9669,3.5,-3.7774,-0.1317,,1.8837,2.8933,3.2218,1.2448,2.302,0.7668,1.1453,,-10.6,-2.1,-12.6,-1.8,-1.4,-0.5,1.6,0.6,0.3,-0.8,0.0,1.6,1.2,1.2,-0.5,0.1,0.2,-6.4,-0.6,0.9,-3.8,-1.3,-0.6,-7.9,-1.6,-1.2,-0.5,-0.4,-0.4,-0.2,-1.1,-1.4,0.0,2.8,-6.5,-1.5,0.0,2.3,3.0,-1.2,-3.1,-1.7,-0.6,-0.6,0.1,0.0,-0.1,0.0,-0.1,0.0,0.0,-0.2,0.1,-1.9,-0.1,0.1,-0.4,0.0,0.1,-1.9,0.1,-0.2,-0.1,,-0.1,-0.1,,-0.2,-0.1,0.6,0.2,1.6275,0.4537,1.5,0.3,1.74,,-1.7996,-0.4,-1.51,53.6,52.2,,52.0,50.0,48.6,51.1,60.2,52.5,54.0,4.8,12.9,,11355.0,15.24,8.0,11.5676,1707.0,2810.0,8572.0,8572.0,,
